misconception_id,misconception,tweet,tweet_id,label
3,Coronavirus is genetically engineered.,How the Covid-19 virus spread. Is this a terrorist act ?,1233961554065940480,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,"Many die from flu every year. 

80,000 Americans died last yr, mostly young, elderly, and weak.

Covid-19 deaths average 2% of affected in China. 

What is diff besides incubation period?

Flu deaths 2018: 80,000 Americans died of the flu last winter - Vox",1233941488083423232,na
19,Vitamin C cures coronavirus.,My face when I stockpiled coffee and tobacco prior to the coronavirus economic collapse,1233973870614470656,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,"Bird flu had a very high mortality rate(60%) but was very difficult to transmit. Swine flu had a mortality rate of 0.01-0.08%
COVID-19 is easy to transmit &amp; has a mortality rate of &gt;2% and a high hospitalisation rate.",1233927374300827648,na
29,Clapping will kill coronavirus.,"Forget coronavirus, how many masks are required to deal with a plague of mansplainers? Asking for myself.",1233939164363657216,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",“... health officials specifically suspect the virus came from wild animals they say were being sold illegally at the Wuhan market...Eating wild animal is considered a symbol of wealth...a belief..that it can boost the immune system...”COVID-19 coronavirus,1233910042170187776,na
56,"A pack of elephants descended on a village under quarantine in China's Yunnan, got drunk on corn wine, and passed out in a tea garden.
.",It’s genome came from horseshoe bats from a P4 bio weapon lab.. scientists were working on this and got bit through their hazmat suits and failed to quarantine. It was engineered.. and backfired horribly. The lab is 2blocks from the Wuhan seafood market it was being blamed on,1233911865916428288,na
20,Vitamin D cures coronavirus.,"Im sick and its in my Sinuses, im getting dizzier, ive doctored up with manuka honey, spicy foods, Tylenol severe sinus, essential oils, CBD, water, and lots of protein. I’m Hoping its not coronavirus, lets go…",1233936419455995904,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,"Those infected are contagious well before symptoms. 
This is a major problem with covid-19",1233966311954403328,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Many speculations and a bit of editing plus a big coincidence....

Partly false claim: a 1981 book predicted the coronavirus 2019",1233911490723405824,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,VERIFY: Dean Koontz did not predict the coronavirus outbreak in his 1981 book via,1233945048170946560,neg
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,NIH clinical trial of remdesivir to treat COVID-19 begins,1233974163813085184,na
23,SARS-CoV-2 can survive for weeks on surfaces.,Study finds that Coronavirus could survive up to NINE DAYS outside the body | Daily Mail Online via,1233935478535135232,pos
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,"Ok, not to reopen a can of worms, but in the case of mild COVID-19, it seems self-isolation is recommended. Guess what prevents self-isolation? Requiring doctor’s certificates.",1233992257885241344,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Conspiracy Theory or Coincidence??

A book made in 1981 already said something about the deadly Coronavirus.

And in the past 3 days, other countries are reporting more cases than China. The Lord is good 🙌.
#CoronaVirusUpdate",1233991208822767616,na
54,The Simpsons predicted COVID-19 pandemic.,"#NewsAlert | Covid-19 outbreak raises fears of a pandemic.

300 students from Jammu and Kashmir stuck in Iran.

Parents appeal to the centre to fly children back home.

33 countries report 1st cases in the last 9 days.",1233969485846994944,na
37,Jamaat cannot become a source of infection.,"You don't care about the life and death of the Chinese students. Now the risk of infection is higher in a third country than in China! Look at other countries in the world, no one treat the overseas students like u. And why there's no travel ban on Korea and Japan?",1233923336750583808,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"An official in South Korea advised that research has shown the virus can live two to three days on a surface. If someone received a package shipped overnight from China, could it retain the virus on a smooth surface?",1233912746279940096,pos
26,Kyriakos Velopoulos sells a hand cream which completely kills covid-19.,"You and I and your aunt Sally are all going to be infected with COVID-19. This one, unlike SARS and MERS, isn't so deadly that it will quickly burn out. This is more like a severe cold and will like circulate and gradually infect the sustainable population--all of us.",1233927569508044800,na
42,Vitamin D pills prevent COVID-19.,"New research suggests COVID-19 is 20 times more deadly than the flu. However, doctors say there are several factors you must consider.",1233982133305139200,na
50,It is safe for individuals infected with COVID-19 to go to work.,"Holy shit!!! Please take a minute &amp; read this.
There are people that are NOT going to be tested, AT ALL, under CDC criteria &amp; just go about their business while potentially spreading COVID-19.",1233915582178676736,na
47,Actor Keith Lawrence Middlebrook has a cure for COVID-19.,You don’t have a vaccine for Covid-19,1233925062446780416,na
41,CBD oil is a cure for COVID-19.,Jesse does a good job surveying current evidence around whether pre-existing antibodies help or hurt COVID-19. Short answer: likely helpful,1233991641960083456,na
54,The Simpsons predicted COVID-19 pandemic.,February 29 Updates on COVID-19 Pandemic via,1233933577756106752,na
24,Coronavirus is cured by shuanghuanglian.,Coronavirus outbreak continues to disrupt crypto and blockchain firms in,1233918026854158336,na
7,Boiled ginger can cure coronavirus.,Please get the FDA to approve ambroxol and make it available immediately. The German makers donated it to China because it can lessen the effect of,1233982894005088256,na
9,Africans are more resistant to coronavirus.,81% of Korean religious cult members test positive for,1233968524906856448,na
44,Jim Bakker's colloidal silver solution is a remedy for COVID-19.,Chloroquine identified as one of the drugs to cure Coronavirus – COVID-19,1233935785189003264,na
42,Vitamin D pills prevent COVID-19.,Evidence suggesting that reinfection of Covid-19 bumps up mortality rate the same way Dengue fever does. You don't want to get sick now AND later when healthcare becomes unavailable.,1233986402863370240,na
16,Acetic acid is effective against coronavirus.,Can Lysol and Clorox products kill the novel coronavirus? The answer is … complicated – CNN,1233905890211790848,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown","PM Lee Hsien Loong's remarks in English, Chinese and Malay, as well as translated into Tamil, on the Coronavirus Disease 2019 (COVID-19) situation in Singapore, delivered on 8 February 2020.",1233970038702399488,na
41,CBD oil is a cure for COVID-19.,This is serious! I have to quit fucking around and go directly to the vaccine for COVID-19. Makers Mark Manhattan! It is a tasty beverage.,1233934450209296384,na
2,Drinking large amounts of water will protect against coronavirus.,Afghan Muslims Say Prayer and Faith Will Protect them from Coronavirus via,1233950810888949760,na
20,Vitamin D cures coronavirus.,"Am I prepared? Suits, gloves, N95 masks, googles, gloves, hand sanitizers, water, packed freezer and fridge, snack bars, cereals evaporated milk, etc",1233930927459319808,na
10,Coronavirus is caused by 5G.,Iran has 43 deaths out of 593 cases from coronavirus. Either it's massively underreported (likely) or we're dealing with a mutated strain. Iran's mortality rate is 7% which is 3.5x higher than the global average.,1233925946186571776,na
59,"A Malabar civet was spotted walking the streets of Meppayur, India following COVID-19 lockdown",The poultry industry in Karnataka is facing an existential threat in the wake of false news on social media and rumours linking the COVID-19 with it.,1233947456548720640,na
21,Fennel tea cures coronavirus.,"Respectfully 1918 is quite different than 2020. I’m surprised you aren’t discussing more natural preventives to the coronavirus. There are many ways to avoid getting sick like taking megadoses of Vitamin C,A and liver. You know this Dr Savage. Why aren’t you talking about it?",1233971703274856448,na
23,SARS-CoV-2 can survive for weeks on surfaces.,How long can coronavirus live on surfaces?,1233910456953135104,na
36,Chloroquine can cure coronavirus,"Why that number? In China, the crude fatality ratio is about 3.8%; it’s about 5.8% in Wuhan. More people died as a result of COVID-19 during its early onset, going as high as 17.3%. They didn’t have enough RESOURCES (i.e. ventilators, ICUs) in Wuhan! We need money to mitigate.",1233973760925077504,na
40,Cannabis protects against COVID-19.,"Novelty has implications for choice too. I.e. compared to flu, there is a broader set of actions we can take to avoid covid-19. And that choice results in more stress. In future years, it will kill more. But it will seem more random, and out of our control. And that is comforting",1233920560284852224,na
32,Observing janata curfew will result in the reduction of covid-19 cases by 40%.,"And finally, lying to the public about basic googlable facts like the number of cases in the US, the mortality rate of COVID-19 vs the Flu, etc, makes the public far less likely to believe this administration in the future, or to follow instructions given.",1233965926011113472,na
